3.966855204671757007e-03,5.284184529642991235e-01
1.166351882773610932e-01,4.773486733515836522e-01
6.389624067483747061e-02,4.143222709160936934e-01
2.175073294615607056e-01,3.781473901902294155e-01
3.044852511748351032e-01,0.000000000000000000e+00
4.055549565868878104e-02,4.152938929063781370e-01
0.000000000000000000e+00,5.297279559120073866e-01
0.000000000000000000e+00,5.596484923032413183e-01
3.881439941068098309e-01,1.042122670607526363e-01
2.593921013308264079e-01,2.183467907597762547e-01
4.379917703123030193e-01,3.758619527814287264e-02
3.190737262013553233e-01,1.465131263165409536e-01
3.426571873782021105e-01,1.762462239153042842e-01
3.424317173058218366e-01,9.523726600848958501e-02
2.865804047242055397e-01,1.779051521039801964e-01
4.625798477785313945e-01,0.000000000000000000e+00
3.831295423287451873e-01,1.446541838613194242e-01
4.378909397757446142e-01,4.392906613422693091e-03
2.182362774375563863e-01,3.597687496424382680e-01
1.545167747972945871e-01,3.280533525841146658e-01
1.532374507730597211e-02,3.831875880161859094e-01
4.051955527489900510e-01,4.224505741797298514e-02
0.000000000000000000e+00,4.377105105676400432e-01
2.850940754245369635e-01,1.851846874308164248e-01
3.091525850782146367e-01,9.512767113821637976e-02
1.891776900139050532e-01,1.292298592102250898e-01
3.678746439808268098e-01,6.246050467561135855e-02
3.533514417634393556e-01,8.892331176057029218e-02
5.182655598579403167e-01,0.000000000000000000e+00
3.366230693685398068e-01,0.000000000000000000e+00
2.004017757386993559e-01,3.119226551647251156e-01
5.397630019729362516e-01,0.000000000000000000e+00
4.501949549830545072e-01,0.000000000000000000e+00
2.626211807265719789e-01,4.682885004851397581e-02
8.564086030575447650e-02,2.439844596492768691e-01
