0.000000000000000000e+00,2.914764150932694364e-01,2.422886567843572370e-01,1.806024087639503950e-01
1.441629410622755902e-01,4.850278077041830782e-01,7.852697457983850993e-03,5.926662621186200991e-02
4.570305253121476063e-02,4.481583230749842106e-01,5.973777239791602800e-02,2.002990964989702360e-02
2.811943434248450058e-01,3.677576528937301359e-01,0.000000000000000000e+00,1.814121524482539827e-02
3.311821078078632796e-01,0.000000000000000000e+00,1.545552375548868776e-02,0.000000000000000000e+00
4.355082325435506024e-02,3.260171372576697313e-01,1.850100677115717324e-02,2.247410692483038930e-01
0.000000000000000000e+00,5.731550193888502731e-01,4.576330622318299651e-02,0.000000000000000000e+00
0.000000000000000000e+00,6.874809352983454191e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.421249064982464283e-01,7.961147866560989994e-02,0.000000000000000000e+00,4.456141314048883001e-02
2.533994275316434064e-01,1.913642498006078163e-01,9.689854453761713449e-02,3.193171325913145980e-02
4.683707344808654138e-01,5.012952946402507437e-02,0.000000000000000000e+00,2.546532122385944744e-02
3.658641025221084364e-01,1.199138777407702666e-01,0.000000000000000000e+00,5.100373183150772038e-02
2.877978977790415782e-01,1.915428287633419990e-01,1.239945438753539408e-01,4.562669768169760887e-02
2.629632137397825975e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.859277480322984899e-01
2.988389152595605780e-01,1.293204532854753952e-01,0.000000000000000000e+00,1.618630652401640002e-01
5.136809018552473960e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.145839732577029646e-01,1.111861156355028885e-01,6.571899509000847517e-02,1.149222107571445418e-02
4.807650840919847068e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.686387103059419482e-02
2.564695939319804330e-01,3.791113351139202559e-01,0.000000000000000000e+00,3.814935288403587671e-02
6.349414371040341953e-02,5.107624096352729737e-01,3.594388880733708630e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.044565935144568636e-01
2.292571905519846243e-01,0.000000000000000000e+00,4.100609973269467301e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.225285333537048438e-02,3.560310591247552447e-01,3.263042507215105359e-01
1.958384568104687765e-02,0.000000000000000000e+00,7.205140199938071532e-01,0.000000000000000000e+00
2.658806707495844912e-01,4.065016724469888709e-02,1.457804631769102632e-01,6.912777160143493416e-02
0.000000000000000000e+00,0.000000000000000000e+00,5.772271903347030442e-01,0.000000000000000000e+00
8.850549113728527206e-02,0.000000000000000000e+00,5.969438808964695475e-01,0.000000000000000000e+00
7.111497155034712803e-02,0.000000000000000000e+00,6.444505879204043275e-01,0.000000000000000000e+00
5.185758669216472549e-01,0.000000000000000000e+00,7.722448468515853703e-02,0.000000000000000000e+00
3.543850215364407474e-01,3.516966852664290405e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.237773735786458218e-01,3.626041980856853364e-01,1.523551466519671438e-01,0.000000000000000000e+00
5.002625424129421017e-01,3.144345586696209449e-02,1.140793867014330831e-01,0.000000000000000000e+00
4.876028660845486695e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.546954968741360625e-01,8.240932638276882161e-02,1.125418678254362474e-02,1.774362174115299423e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.857581958444221915e-01
