0.000000000000000000e+00,4.738846565973320879e-01,2.167590296009461737e-01,0.000000000000000000e+00,7.148407010573872011e-02
1.108526590232436632e-01,4.720774497029744388e-01,0.000000000000000000e+00,1.763564228992657301e-01,4.136761377566705589e-02
7.803937458326662413e-02,4.303427032989651235e-01,5.696766027409504857e-02,5.946859315812176583e-02,1.184043441586557163e-04
2.815786748866421774e-01,4.962990445277423168e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.737286031294890787e-01,8.926485902273214104e-03,4.216923896766510034e-03,0.000000000000000000e+00,0.000000000000000000e+00
9.721235454312303001e-03,4.308580686557546557e-01,0.000000000000000000e+00,8.196424782568809131e-02,1.472441744193065949e-01
0.000000000000000000e+00,7.176747335251549842e-01,8.217435787425562618e-03,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.967771632553641403e-01,0.000000000000000000e+00,2.977617352968134345e-01,0.000000000000000000e+00
4.779376874929437413e-01,7.884050149852094014e-02,0.000000000000000000e+00,2.462158645596372250e-02,3.497031685815724794e-02
2.463395482553015770e-01,1.478637948426110293e-01,9.425318665221003867e-02,1.209414857478561256e-01,3.145940841540043054e-02
5.103416321321285753e-01,3.702897954751459969e-02,0.000000000000000000e+00,2.548549393435222896e-02,1.903782304790385335e-02
3.636898613303908290e-01,1.709453291181981527e-01,0.000000000000000000e+00,3.727047253156057227e-02,2.746706551910958055e-02
1.341099412534050572e-01,2.571350287812545349e-02,8.004499936962788942e-02,4.893962359143705365e-01,7.260232583654911698e-02
2.709836452288859610e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.031723482898828925e-02,5.125987831131897376e-01
1.973603807450777792e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.151106484763753213e-01,2.040205588808638726e-01
5.157338014716315033e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.285765479056436289e-02,0.000000000000000000e+00
4.192202083851459538e-01,1.668701693394088192e-01,5.683852524391166949e-02,3.221979406857210931e-02,0.000000000000000000e+00
5.049146660990390112e-01,6.059333012150251024e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.197912382414859422e-01,3.042158764938587279e-01,0.000000000000000000e+00,2.261574557032401123e-01,2.593277026863535090e-02
0.000000000000000000e+00,2.399119680155730600e-02,0.000000000000000000e+00,7.370724055330714064e-01,0.000000000000000000e+00
0.000000000000000000e+00,4.642699976004008300e-02,6.685577429358886825e-03,0.000000000000000000e+00,7.691651632689933127e-01
1.924407569756498293e-01,0.000000000000000000e+00,3.716684876447485242e-01,1.449734385811688175e-01,0.000000000000000000e+00
0.000000000000000000e+00,5.435941162197564791e-02,3.641340196502909632e-01,1.891876012275915328e-02,2.839581779991247612e-01
3.154875945436560331e-02,0.000000000000000000e+00,7.093095486326165267e-01,2.847510144219102604e-02,0.000000000000000000e+00
2.599228395976319606e-01,2.908816335327096478e-02,1.443476655551855226e-01,6.690616973124077771e-02,7.717922664777097930e-02
0.000000000000000000e+00,0.000000000000000000e+00,6.030612076582293479e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.625910389456075855e-02,0.000000000000000000e+00,5.871402605316508039e-01,8.618345281160534610e-02,0.000000000000000000e+00
8.533017460492793582e-02,0.000000000000000000e+00,6.621712049645471776e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.457480975793388089e-01,0.000000000000000000e+00,6.400914541505262068e-02,2.006797339442772110e-01,0.000000000000000000e+00
1.148507509714870450e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.670310640283323877e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.533469872218103186e-02,7.049810584795390689e-01,3.754133337667948933e-02
4.426331659542865338e-01,0.000000000000000000e+00,8.690129375000175960e-02,2.249330200588706696e-01,0.000000000000000000e+00
5.219572078330663167e-01,0.000000000000000000e+00,8.583536571800238352e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.877878126718376728e-01,9.152554439319575408e-02,1.069410827938111451e-02,0.000000000000000000e+00,6.594785180955577489e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.227620073010469826e-01
