0.000000000000000000e+00,0.000000000000000000e+00,4.760732186376651250e-03,2.909926691114875794e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.621756221930127076e-03,3.306758773018848938e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.626353923942339390e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.062723977995599683e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.199406311983045148e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.613510354856399785e-03,1.369888126627591103e-03,3.359050726970401121e-03,8.268460193141295104e-04,0.000000000000000000e+00,2.845375062905977550e-03,5.225516256223344119e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.554258339876665923e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.046868137478320845e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.034889803956427309e-04,0.000000000000000000e+00,0.000000000000000000e+00,5.036657953539513564e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.529795744507459504e-02,1.004073982447409419e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.431551555655705327e-02,0.000000000000000000e+00,5.283233856757314773e-02
0.000000000000000000e+00,4.229092367627774844e-03,1.686333073107407860e-03,0.000000000000000000e+00,9.250749597904380037e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.787236333603282400e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.196810880362441765e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.199574314219175762e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.702479907554883081e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.482103152649199552e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.730200772561696283e-04,3.294575004097182336e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.271105417342719451e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.342071317654537410e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.803951626353286417e-02,7.786911645969721296e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.452340221784218732e-02,1.046838639008138006e-02,3.943877039298950005e-02,7.288970861318096184e-02,0.000000000000000000e+00,7.973994848739436314e-01,9.795860651229532090e-03,1.370455695403111594e-02,7.167135599686100256e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.335900127859279696e-03,0.000000000000000000e+00,4.998585530441782129e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.156988750948774403e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.827376726314712714e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.423068921507335543e-04,0.000000000000000000e+00,0.000000000000000000e+00
5.652876101128022227e-04,0.000000000000000000e+00,1.506275997722139994e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.167103970157179926e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.299616708681465969e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.528851244991664037e-03,2.037149047123825059e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.379705683885231682e-03,8.051608445747807400e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.048475517358043268e-03,1.582326977323908002e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.521404866173635122e-03,0.000000000000000000e+00,1.163260090712865402e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.235770013453528077e-05,1.868619448702803394e-03,0.000000000000000000e+00,1.121574232614523745e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.380348204113142199e-03,3.561538405640316419e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.261700725423854898e-03,3.474682260964066967e-03,4.312601613932436464e-04,1.321117838836119614e-03,0.000000000000000000e+00,1.707438847321176689e-03,0.000000000000000000e+00
1.541193128226296715e-03,1.191860670181799753e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.679470525738605455e-04,8.536275880769966361e-04,4.843741790101923489e-03,3.227387062048129619e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.034243043712025589e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.204800537740258800e-03,2.679959153733321307e-04,0.000000000000000000e+00,6.069661230724020251e-03,4.775801858013272935e-03,0.000000000000000000e+00,3.644092621411117259e-03,7.120223751936315690e-04,0.000000000000000000e+00,4.323734902298990491e-04,2.333997765142326649e-03
0.000000000000000000e+00,1.254855662750871577e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.238840444753716422e-02,0.000000000000000000e+00,4.161264708093535825e-02,0.000000000000000000e+00,4.045332360025922494e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.561625423275851965e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.013763396464457678e+00,3.548209201071669816e-02,0.000000000000000000e+00,3.156428685872444267e-02
3.495538877727690300e-03,1.785030584718927686e-05,0.000000000000000000e+00,0.000000000000000000e+00,3.704117642127059250e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.583378408456890575e-03,6.081273538906336760e-04,1.201872028310174478e+00,1.247299994181971447e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.074962153430927905e-04,4.026771633964925919e-05,0.000000000000000000e+00,1.772333507604981553e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.212814293503242578e-03,5.759214653438177178e-03,1.224812932458893338e-03,2.771022353262757310e-03,0.000000000000000000e+00,0.000000000000000000e+00,7.436237725684089915e-04,3.186081386272515172e-03,1.534908925357198178e-03,5.105209397096458455e-03
