1.605686206965467253e-02,5.195337498045383695e-01,6.057271585576918908e-03
6.803091438038672001e-02,9.938996804741707936e-02,4.769459294111462189e-01
5.819411946050881412e-02,2.558151033115210748e-01,1.889796239937914513e-01
4.655778768009235513e-01,8.411645129433969331e-03,7.973644647719300982e-02
3.022569400453215538e-01,5.355024467637488350e-02,1.354348394464534137e-02
1.006946507816858516e-01,3.405562606252872104e-01,0.000000000000000000e+00
2.071234160195631682e-02,4.181044826177758855e-01,7.381626114013767337e-02
0.000000000000000000e+00,1.165987161429988400e-02,5.874560533087467284e-01
4.078612046822238657e-01,0.000000000000000000e+00,1.050475120356613862e-01
6.828487139840991316e-02,4.817593332006867707e-02,4.905115768529941245e-01
3.230997798740397053e-01,0.000000000000000000e+00,2.309345112661317367e-01
3.066965520708110904e-01,1.953087017969778183e-01,5.211090044746936878e-02
3.818573480080096338e-01,1.924616429144842544e-01,0.000000000000000000e+00
2.245725774912682715e-01,2.713006199242249394e-01,1.338962938015883855e-02
6.241264462285198156e-02,3.999962352953152778e-02,4.941165460056018977e-01
4.583492203795921927e-01,0.000000000000000000e+00,2.916643351839425316e-02
3.882746997765657015e-01,8.451283117958841018e-02,0.000000000000000000e+00
3.966239118257179341e-01,3.527789564532932826e-02,0.000000000000000000e+00
3.725555015169149109e-01,1.394489574109293931e-02,1.279817021190428061e-01
0.000000000000000000e+00,0.000000000000000000e+00,5.972305648431300851e-01
0.000000000000000000e+00,4.748774092248629897e-01,0.000000000000000000e+00
2.802273164884201417e-01,1.351126942735066949e-01,0.000000000000000000e+00
0.000000000000000000e+00,4.540280445935453435e-01,0.000000000000000000e+00
3.693735336480698933e-02,4.122175126233343367e-01,6.992531778755946281e-02
2.600484396844133239e-01,7.742258674137526830e-02,8.422757785805230768e-02
0.000000000000000000e+00,3.419265753176027878e-01,1.179364214258500215e-01
0.000000000000000000e+00,4.918088960233171214e-01,0.000000000000000000e+00
0.000000000000000000e+00,5.399136218932134579e-01,4.809019637911807026e-03
3.726808449518710931e-01,0.000000000000000000e+00,2.335974272687774411e-01
3.627878732179850019e-01,0.000000000000000000e+00,5.158412349120061052e-02
0.000000000000000000e+00,0.000000000000000000e+00,6.198503422780481387e-01
4.579020427144329664e-01,7.969370344103413051e-02,0.000000000000000000e+00
4.495414029985406179e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.714848725508249294e-01,7.576046702490049634e-02,0.000000000000000000e+00
2.420993592978447351e-02,3.073145385344303038e-01,5.909532864837326038e-02
